date,delay,distance,origin,destination
2015-06-30 05:59Z,2.3,0.0482554,87,95.9,0
2015-06-30 06:00Z,1.9,0.0155154,86,95,0
2015-06-30 06:01Z,1.7,0.00265427,80,95,0
2015-06-30 06:02Z,1.5,0.00303135,74,94.1,0
2015-06-30 06:03Z,1.8,0.0431986,72,94.1,0
2015-06-30 06:04Z,2.3,0.0289998,88,93.2,0
2015-06-30 06:05Z,2.2,0.0380349,75,93.2,0
2015-06-30 06:06Z,4.4,0.0261049,81,93.2,50
2015-06-30 06:07Z,3.1,0.0237606,83,93.2,9
2015-06-30 06:08Z,1.6,0.0152599,80,93.2,0
2015-06-30 06:09Z,1.4,0.020237,81,93.2,0
2015-06-30 06:10Z,1.7,0.0291607,83,93.2,0
2015-06-30 06:11Z,1.5,0.0180163,78,93.2,0
2015-06-30 06:12Z,1.8,0.0163079,77,93.2,0
2015-06-30 06:13Z,1.8,0.0022732,75,93.2,0
2015-06-30 06:14Z,2,0.0222337,79,93.2,0
2015-06-30 06:15Z,2,0.0286805,74,93.2,0
2015-06-30 06:16Z,1.6,0.0197939,74,93.2,0
2015-06-30 06:17Z,1.7,0.0263955,73,93.2,0
2015-06-30 06:18Z,2.3,0.0253924,82,93.2,0
2015-06-30 06:19Z,2.1,0.0168586,85,93.2,0
2015-06-30 06:20Z,1.6,0.0232403,81,93.2,0
2015-06-30 06:21Z,1.6,0.0233693,81,93.2,0
2015-06-30 06:22Z,1.4,0.0180163,77,93.2,0
2015-06-30 06:23Z,2.4,0.0201253,95,93.2,0
2015-06-30 06:24Z,2.7,0.0082552,92,93.2,11
2015-06-30 06:25Z,2.6,0.00548081,97,93.2,0
2015-06-30 06:26Z,2.5,0.00862896,94,93.2,0
2015-06-30 06:27Z,3.2,0.012503,86,93.2,15
2015-06-30 06:28Z,2.3,0.00816432,94,93.2,0
2015-06-30 06:29Z,2.4,0.0127829,89,93.2,0
2015-06-30 06:30Z,2,0.00811926,94,93.2,0
2015-06-30 06:31Z,1.9,0.00948032,86,94.1,0
2015-06-30 06:32Z,2.6,0.0149258,85,94.1,0
2015-06-30 06:33Z,2.6,0.00892034,94,95,0
2015-06-30 06:34Z,2.7,0.002669,83,95,0
2015-06-30 06:35Z,2.6,0.00200147,84,95.9,0
2015-06-30 06:36Z,2.7,0.00181168,81,95.9,0
2015-06-30 06:37Z,2.8,0.00251135,81,95.9,0
2015-06-30 06:38Z,2.7,0.00110698,81,95,0
2015-06-30 06:39Z,2.6,0.00140445,84,95,0
2015-06-30 06:40Z,2.6,0.00145187,82,94.1,0
2015-06-30 06:41Z,2.6,0.00127832,82,94.1,0
2015-06-30 06:42Z,2.5,0.00146803,88,95,0
2015-06-30 06:43Z,2.5,0.00164898,80,95.9,0
2015-06-30 06:44Z,2.7,0.00190421,82,96.8,0
2015-06-30 06:45Z,2.6,0.00197944,84,97.7,0
2015-06-30 06:46Z,2.5,0.0021037,83,98.6,0
2015-06-30 06:47Z,2.5,0.00240257,84,99.5,0
2015-06-30 06:48Z,2.4,0.0024837,90,99.5,0
2015-06-30 06:49Z,2.4,0.00249748,89,100.4,0
2015-06-30 06:50Z,2.7,0.00223577,93,100.4,0
2015-06-30 06:51Z,3.6,0.00120281,87,99.5,28
2015-06-30 06:52Z,4.9,0.0015009,99,98.6,45
2015-06-30 06:53Z,2.7,0.00101316,105,97.7,14
2015-06-30 06:54Z,9.7,0.000781089,123,96.8,92
2015-06-30 06:55Z,11.2,0.00106491,130,95,96
2015-06-30 06:56Z,5.5,0.00116352,109,94.1,50
2015-06-30 06:57Z,2.7,0.00114436,92,93.2,1
2015-06-30 06:58Z,3.5,0.000369986,90,92.3,29
2015-06-30 06:59Z,3.5,0.000308218,94,91.4,8
2015-06-30 07:00Z,2,0.000768226,97,91.4,0
2015-06-30 07:01Z,2.8,0.000853417,86,90.5,16
2015-06-30 07:02Z,1.9,0.000691539,84,90.5,0
2015-06-30 07:03Z,2.1,0.000524355,90,90.5,0
2015-06-30 07:04Z,2.3,0.00072686,92,90.5,16
2015-06-30 07:05Z,8.3,0.00107082,94,90.5,81
2015-06-30 07:06Z,2.6,0.000897007,88,90.5,28
2015-06-30 07:07Z,3.3,0.00103013,102,90.5,14
2015-06-30 07:08Z,2.8,0.000862917,96,89.6,18
2015-06-30 07:09Z,2.7,0.000839363,91,89.6,23
2015-06-30 07:10Z,3.8,0.000722848,90,89.6,14
2015-06-30 07:11Z,4.3,0.000794167,90,89.6,42
2015-06-30 07:12Z,2.5,0.00083473,90,88.7,0
2015-06-30 07:13Z,2.4,0.00072686,80,88.7,0
2015-06-30 07:14Z,2.3,0.000734951,89,88.7,0
2015-06-30 07:15Z,2.3,0.000932444,85,89.6,0
2015-06-30 07:16Z,2.3,0.00083473,89,89.6,0
2015-06-30 07:17Z,2.3,0.000262511,93,89.6,0
2015-06-30 07:18Z,2.4,0.000798575,93,88.7,0
2015-06-30 07:19Z,2.3,0.00098551,87,89.6,0
2015-06-30 07:20Z,4.6,0.000811946,89,89.6,53
2015-06-30 07:21Z,4.6,0.00105904,92,88.7,26
2015-06-30 07:22Z,2.1,0.00111931,89,88.7,0
2015-06-30 07:23Z,2.2,0.00107082,87,88.7,0
2015-06-30 07:24Z,2.1,0.00108875,86,88.7,0
2015-06-30 07:25Z,3.7,0.000892056,87,88.7,24
2015-06-30 07:26Z,2.2,0.000798575,84,88.7,0
2015-06-30 07:27Z,2,0.000781089,81,88.7,0
2015-06-30 07:28Z,2.2,0.000882235,84,89.6,0
2015-06-30 07:29Z,2.3,0.00108274,88,89.6,0
2015-06-30 07:30Z,2.1,0.00107082,82,89.6,0
2015-06-30 07:31Z,2.3,0.00105319,74,89.6,7
2015-06-30 07:32Z,2.1,0.000291622,89,89.6,0
2015-06-30 07:33Z,2.2,0.00101316,87,89.6,0
2015-06-30 07:34Z,3.3,0.00101879,83,89.6,20
2015-06-30 07:35Z,2.6,0.000755575,84,89.6,13
2015-06-30 07:36Z,2.1,0.000699236,82,89.6,0
2015-06-30 07:37Z,2.2,0.000953318,86,89.6,0
2015-06-30 07:38Z,2.3,0.000776777,93,89.6,0
2015-06-30 07:39Z,2.1,0.00096928,81,89.6,0
2015-06-30 07:40Z,2.2,0.000848707,89,89.6,0
2015-06-30 07:41Z,1.9,0.000206911,87,89.6,0
2015-06-30 07:42Z,2.3,0.000647099,87,89.6,0
2015-06-30 07:43Z,2.8,0.000643527,91,89.6,25
2015-06-30 07:44Z,2.7,0.00054507,91,89.6,12
2015-06-30 07:45Z,2.3,0.000530192,80,89.6,0
2015-06-30 07:46Z,2.2,0.000643527,82,89.6,0
2015-06-30 07:47Z,2,0.000235002,85,89.6,0
2015-06-30 07:48Z,2.2,0.000585736,81,89.6,0
2015-06-30 07:49Z,2.2,0.000533135,87,88.7,0
2015-06-30 07:50Z,2.4,0.000530192,83,88.7,0
2015-06-30 07:51Z,1.8,0.000490659,81,88.7,0
2015-06-30 07:52Z,2.1,0.000271376,85,88.7,0
2015-06-30 07:53Z,2.3,0.000579287,81,88.7,0
2015-06-30 07:54Z,2.2,0.000615653,82,89.6,0
2015-06-30 07:55Z,2.3,0.000699236,81,89.6,0
2015-06-30 07:56Z,2.1,0.000825541,85,89.6,0
2015-06-30 07:57Z,2.2,0.000807464,76,89.6,0
2015-06-30 07:58Z,2.3,0.000789783,79,89.6,0
2015-06-30 07:59Z,2.7,0.000636442,79,89.6,17
2015-06-30 08:00Z,2.3,0.000906992,85,89.6,0
2015-06-30 08:01Z,2.4,0.000803007,84,89.6,0
2015-06-30 08:02Z,2.1,0.000710944,91,89.6,0
2015-06-30 08:03Z,2.4,0.000722848,79,88.7,0
2015-06-30 08:04Z,1.2,0.000661585,72,88.7,0
2015-06-30 08:05Z,1.2,0.000592256,68,88.7,0
2015-06-30 08:06Z,1.3,0.000632929,70,88.7,0
2015-06-30 08:07Z,1.3,0.000665257,71,89.6,0
2015-06-30 08:08Z,1.2,0.000490659,65,89.6,0
2015-06-30 08:09Z,1.2,0.000479915,68,89.6,0
2015-06-30 08:10Z,1.4,0.000490659,65,89.6,0
2015-06-30 08:11Z,1.2,0.000313379,68,89.6,0
2015-06-30 08:12Z,1.2,0.000101881,68,89.6,0
2015-06-30 08:13Z,1.2,0.000101881,67,89.6,0
2015-06-30 08:14Z,1.4,0.00010474,67,89.6,0
2015-06-30 08:15Z,1.6,0.000103015,68,89.6,0
2015-06-30 08:16Z,1.8,0.000120952,69,90.5,0
2015-06-30 08:17Z,2,0.000144389,76,89.6,0
2015-06-30 08:18Z,1.9,0.000233705,76,90.5,0
2015-06-30 08:19Z,1.9,0.000237618,75,90.5,0
2015-06-30 08:20Z,2,0.000346209,79,90.5,0
2015-06-30 08:21Z,5.8,0.000139673,88,90.5,62
2015-06-30 08:22Z,4.4,0.000223582,101,90.5,31
2015-06-30 08:23Z,1.5,0.000301469,73,90.5,0
2015-06-30 08:24Z,1.2,0.000329386,72,90.5,0
2015-06-30 08:25Z,1.7,0.000327567,68,90.5,0
2015-06-30 08:26Z,1.4,0.000340508,75,90.5,0
2015-06-30 08:27Z,1.6,9.53342e-05,75,89.6,0
2015-06-30 08:28Z,1.5,0.000215085,74,90.5,0
2015-06-30 08:29Z,1.5,0.000252535,77,90.5,0
2015-06-30 08:30Z,1.7,0.000186256,79,90.5,0
2015-06-30 08:31Z,1.6,0.000104162,78,90.5,0
2015-06-30 08:32Z,1.6,0.000103015,78,90.5,0
2015-06-30 08:33Z,1.5,0.000145191,73,90.5,0
2015-06-30 08:34Z,1.6,0.000186256,73,90.5,0
2015-06-30 08:35Z,1.7,0.000155162,76,90.5,0
2015-06-30 08:36Z,3.8,0.000212717,82,90.5,37
2015-06-30 08:37Z,6.8,0.000142012,109,90.5,68
2015-06-30 08:38Z,2.5,0.000222348,92,90.5,11
2015-06-30 08:39Z,2.5,0.000244286,83,90.5,8
2015-06-30 08:40Z,1.6,0.000216279,84,89.6,0
2015-06-30 08:41Z,2.7,0.000240263,86,89.6,16
2015-06-30 08:42Z,1.6,0.000241596,74,89.6,0
2015-06-30 08:43Z,1.9,0.000258188,72,89.6,0
2015-06-30 08:44Z,2,0.000266907,70,89.6,0
2015-06-30 08:45Z,1.6,0.000210375,73,89.6,0
2015-06-30 08:46Z,1.4,0.000211543,69,89.6,0
2015-06-30 08:47Z,2.4,0.000249755,75,90.5,25
2015-06-30 08:48Z,2,0.000224823,78,90.5,4
2015-06-30 08:49Z,1.4,0.000247005,78,90.5,0
2015-06-30 08:50Z,1.5,0.000107085,71,89.6,0
2015-06-30 08:51Z,1.9,0.000184206,69,89.6,0
2015-06-30 08:52Z,1.6,0.000108878,72,89.6,0
2015-06-30 08:53Z,1.4,0.000128545,74,89.6,0
2015-06-30 08:54Z,1.7,9.17111e-05,79,89.6,0
2015-06-30 08:55Z,1.6,0.000130697,71,89.6,0
2015-06-30 08:56Z,1.6,0.000146807,63,89.6,0
2015-06-30 08:57Z,2.1,0.000186256,68,89.6,0
2015-06-30 08:58Z,1.6,0.00018729,69,89.6,0
2015-06-30 08:59Z,2.2,0.000190426,69,90.5,9
2015-06-30 09:00Z,2.4,0.000115713,68,90.5,0
2015-06-30 09:01Z,2.3,0.000153454,83,90.5,0
2015-06-30 09:02Z,3.4,0.000175254,91,90.5,35
2015-06-30 09:03Z,3.4,0.000192546,96,89.6,19
2015-06-30 09:04Z,2.7,0.00015776,92,89.6,0
2015-06-30 09:05Z,2.7,0.000177205,97,90.5,0
2015-06-30 09:06Z,2.7,0.000178189,105,91.4,8
2015-06-30 09:07Z,2.3,0.000115074,90,91.4,0
2015-06-30 09:08Z,2.4,0.000127835,90,91.4,0
2015-06-30 09:09Z,2.3,0.000137373,85,92.3,0
2015-06-30 09:10Z,2.5,0.000146807,82,92.3,0
2015-06-30 09:11Z,2.5,0.000141228,72,93.2,0
2015-06-30 09:12Z,2.6,0.000134365,85,93.2,0
2015-06-30 09:13Z,2.5,0.000133623,86,93.2,0
2015-06-30 09:14Z,2.6,0.000129258,79,93.2,0
2015-06-30 09:15Z,2.3,0.000129976,82,93.2,0
2015-06-30 09:16Z,2.1,0.000133623,74,93.2,0
2015-06-30 09:17Z,2.2,0.000141228,80,94.1,0
2015-06-30 09:18Z,2.4,0.000156023,89,94.1,0
2015-06-30 09:19Z,2.6,0.000159516,85,95,0
2015-06-30 09:20Z,2.8,0.000147622,81,95,0
2015-06-30 09:21Z,2.5,0.000145191,82,95,0
2015-06-30 09:22Z,2.6,0.000147622,76,94.1,0
2015-06-30 09:23Z,2.3,0.000150927,79,94.1,0
2015-06-30 09:24Z,2.5,0.000154305,82,94.1,0
2015-06-30 09:25Z,3.5,0.000144389,99,93.2,28
2015-06-30 09:26Z,2.4,0.000201263,89,93.2,0
2015-06-30 09:27Z,2.2,0.000262511,84,93.2,0
2015-06-30 09:28Z,2.5,0.000172368,85,92.3,0
2015-06-30 09:29Z,2.3,0.000174287,90,92.3,0
2015-06-30 09:30Z,2.7,0.000320395,86,92.3,13
2015-06-30 09:31Z,2.4,0.0002199,85,92.3,0
2015-06-30 09:32Z,2.2,0.000224823,97,92.3,0
2015-06-30 09:33Z,2.3,0.000329386,93,92.3,0
2015-06-30 09:34Z,2.8,0.000255346,98,92.3,11
2015-06-30 09:35Z,2.9,0.000241596,91,92.3,14
2015-06-30 09:36Z,3.1,0.000203504,92,92.3,29
2015-06-30 09:37Z,2.1,0.000233705,90,92.3,0
2015-06-30 09:38Z,4,0.000218686,83,92.3,27
2015-06-30 09:39Z,2.8,0.00028682,94,92.3,11
2015-06-30 09:40Z,2.4,0.000247005,91,92.3,12
2015-06-30 09:41Z,2.7,0.000285237,87,92.3,10
2015-06-30 09:42Z,3,0.000331214,92,92.3,27
2015-06-30 09:43Z,3.5,0.0647066,100,92.3,24
2015-06-30 09:44Z,7.6,4.17855,96,92.3,70
2015-06-30 09:45Z,2.6,7.51329,78,91.4,0
2015-06-30 09:46Z,3.2,0.46678,96,91.4,7
2015-06-30 09:47Z,2.9,0.0192536,93,91.4,10
2015-06-30 09:48Z,2.4,0.022606,88,90.5,8
2015-06-30 09:49Z,2.8,0.699184,90,90.5,0
2015-06-30 09:50Z,4.1,0.195755,96,89.6,29
2015-06-30 09:51Z,5.6,0.00844001,100,89.6,62
2015-06-30 09:52Z,3.3,0.104154,93,89.6,2
2015-06-30 09:53Z,2.2,0.10887,77,89.6,14
2015-06-30 09:54Z,2.3,1.64886,83,89.6,0
2015-06-30 09:55Z,2.5,0.0174278,81,88.7,0
2015-06-30 09:56Z,3.8,0.0274383,87,88.7,27
2015-06-30 09:57Z,4.6,0.227309,90,88.7,35
2015-06-30 09:58Z,2,0.0203493,81,88.7,0
2015-06-30 09:59Z,2.3,0.0118298,77,88.7,0
2015-06-30 10:00Z,1.8,0.0241584,73,87.8,0
2015-06-30 10:01Z,1.5,0.019576,69,87.8,0
2015-06-30 10:02Z,1.9,0.00579273,70,86.9,0
2015-06-30 10:03Z,1.4,0.0539042,66,86.9,0
2015-06-30 10:04Z,1.5,0.0043923,64,86.9,0
2015-06-30 10:05Z,1.6,0.00282089,65,86.9,0
2015-06-30 10:06Z,1.7,0.00524342,71,86,0
2015-06-30 10:07Z,1.5,0.00404236,72,86,0
2015-06-30 10:08Z,1.4,0.00422538,69,86,0
2015-06-30 10:09Z,1.4,0.000676396,64,85.1,0
2015-06-30 10:10Z,1.3,0.000361884,58,84.2,0
2015-06-30 10:11Z,1.3,0.000759769,62,85.1,0
2015-06-30 10:12Z,1.5,0.000755575,59,85.1,0
2015-06-30 10:13Z,1.5,0.000156889,60,84.2,0
2015-06-30 10:14Z,1.3,0.000259621,55,84.2,0
2015-06-30 10:15Z,1.4,0.000346209,59,85.1,0
2015-06-30 10:16Z,1.2,0.000216279,63,86,0
2015-06-30 10:17Z,1.3,0.000143592,62,86,0
2015-06-30 10:18Z,1.2,0.000181172,59,86,0
2015-06-30 10:19Z,1.5,0.00020238,61,86.9,0
2015-06-30 10:20Z,1.8,0.000164902,66,86.9,0
2015-06-30 10:21Z,1.5,0.000147622,71,86.9,0
2015-06-30 10:22Z,1.7,0.000175254,68,86.9,0
2015-06-30 10:23Z,1.4,0.000110701,65,86.9,0
2015-06-30 10:24Z,1.5,0.000105906,59,86.9,0
2015-06-30 10:25Z,1.5,0.000112555,66,86.9,0
2015-06-30 10:26Z,1.7,0.000132152,79,86.9,0
2015-06-30 10:27Z,1.3,0.000109482,67,86,0
2015-06-30 10:28Z,1.2,0.000102447,65,85.1,0
2015-06-30 10:29Z,1.4,0.000101881,70,84.2,0
2015-06-30 10:30Z,1.2,9.63954e-05,64,84.2,0
2015-06-30 10:31Z,1.2,9.69305e-05,64,84.2,0
2015-06-30 10:32Z,1.6,9.4808e-05,69,83.3,0
2015-06-30 10:33Z,1.2,9.58634e-05,65,83.3,0
2015-06-30 10:34Z,1.2,9.37643e-05,65,84.2,0
2015-06-30 10:35Z,1.2,9.32467e-05,67,84.2,0
2015-06-30 10:36Z,1.2,9.32467e-05,68,84.2,0
2015-06-30 10:37Z,1.2,9.37643e-05,67,84.2,0
2015-06-30 10:38Z,1.3,9.32467e-05,68,84.2,0
2015-06-30 10:39Z,1.5,9.4808e-05,69,84.2,0
2015-06-30 10:40Z,1.2,0.000103587,66,85.1,0
2015-06-30 10:41Z,1.5,0.00010474,69,85.1,0
2015-06-30 10:42Z,1.5,0.000117651,68,85.1,0
2015-06-30 10:43Z,1.6,0.000106494,61,86,0
2015-06-30 10:44Z,1.2,,83,,0
2015-06-30 10:45Z,1.4,8.62939e-05,79,85.1,0
2015-06-30 10:46Z,1.6,8.82258e-05,72,84.2,0
2015-06-30 10:47Z,1.9,8.77388e-05,69,84.2,0
2015-06-30 10:48Z,1.1,,107,,0
2015-06-30 10:49Z,1.3,8.58176e-05,68,83.3,0
2015-06-30 10:50Z,1.4,9.02009e-05,68,82.4,0
2015-06-30 10:51Z,1.5,8.87154e-05,70,82.4,0
2015-06-30 10:52Z,1.5,8.82258e-05,69,82.4,0
2015-06-30 10:53Z,2.3,8.82258e-05,85,83.3,0
2015-06-30 10:54Z,2.2,8.48728e-05,71,83.3,0
2015-06-30 10:55Z,2.7,8.67729e-05,87,83.3,20
2015-06-30 10:56Z,2.1,9.22202e-05,85,84.2,0
2015-06-30 10:57Z,2.2,9.42847e-05,90,84.2,0
2015-06-30 10:58Z,2.4,0.000105322,98,85.1,8
2015-06-30 10:59Z,2,0.000107085,75,85.1,0
2015-06-30 11:00Z,1.7,0.000101319,72,85.1,0
2015-06-30 11:01Z,1.7,9.4808e-05,63,85.1,0
2015-06-30 11:02Z,1.6,8.82258e-05,64,85.1,0
2015-06-30 11:03Z,1.2,9.17111e-05,63,85.1,0
2015-06-30 11:04Z,1.5,9.22202e-05,61,85.1,0
2015-06-30 11:05Z,1.4,9.32467e-05,66,85.1,0
2015-06-30 11:06Z,1.6,9.2732e-05,63,85.1,0
2015-06-30 11:07Z,1.2,9.37643e-05,63,86,0
2015-06-30 11:08Z,1.2,9.37643e-05,62,86,0
2015-06-30 11:09Z,1.4,9.4808e-05,68,86,0
2015-06-30 11:10Z,1.2,9.42847e-05,64,86.9,0
2015-06-30 11:11Z,1.3,9.42847e-05,63,86.9,0
2015-06-30 11:12Z,1.3,9.2732e-05,60,86.9,0
2015-06-30 11:13Z,1.4,9.2732e-05,62,86.9,0
2015-06-30 11:14Z,1.2,9.58634e-05,64,86.9,0
2015-06-30 11:15Z,1.3,9.37643e-05,61,86.9,0
2015-06-30 11:16Z,1.3,9.37643e-05,60,87.8,0
2015-06-30 11:17Z,1.2,9.53342e-05,59,87.8,0
2015-06-30 11:18Z,1.3,9.53342e-05,62,87.8,0
2015-06-30 11:19Z,1.2,9.58634e-05,61,87.8,0
2015-06-30 11:20Z,1.3,9.58634e-05,61,87.8,0
2015-06-30 11:21Z,1.3,9.53342e-05,63,87.8,0
2015-06-30 11:22Z,1.2,9.74685e-05,63,88.7,0
2015-06-30 11:23Z,1.4,9.58634e-05,63,88.7,0
2015-06-30 11:24Z,1.3,9.12049e-05,65,88.7,0
2015-06-30 11:25Z,1.3,0.00010076,65,88.7,0
2015-06-30 11:26Z,1.2,0.000104162,67,88.7,0
2015-06-30 11:27Z,1.3,0.000103015,64,88.7,0
2015-06-30 11:28Z,1.4,9.69305e-05,68,88.7,0
2015-06-30 11:29Z,1.8,9.53342e-05,76,88.7,0
2015-06-30 11:30Z,1.7,9.02009e-05,66,89.6,0
2015-06-30 11:31Z,1.7,9.07015e-05,66,89.6,0
2015-06-30 11:32Z,1.2,0.000103015,66,89.6,0
2015-06-30 11:33Z,1.2,9.42847e-05,66,89.6,0
2015-06-30 11:34Z,2,9.74685e-05,74,89.6,0
2015-06-30 11:35Z,1.4,0.000101319,65,89.6,0
2015-06-30 11:36Z,1.3,9.85534e-05,69,89.6,0
2015-06-30 11:37Z,1.3,0.000101319,69,89.6,0
2015-06-30 11:38Z,1.3,0.000107679,70,89.6,0
2015-06-30 11:39Z,1.6,0.000103015,72,89.6,0
2015-06-30 11:40Z,1.2,9.85534e-05,65,89.6,0
2015-06-30 11:41Z,1.7,9.63954e-05,67,89.6,0
2015-06-30 11:42Z,1.3,9.96505e-05,61,89.6,0
2015-06-30 11:43Z,1.2,0.000113808,67,90.5,0
2015-06-30 11:44Z,1.6,0.000117651,66,90.5,0
2015-06-30 11:45Z,1.3,9.96505e-05,64,90.5,0
2015-06-30 11:46Z,1.3,9.74685e-05,65,89.6,0
2015-06-30 11:47Z,1.4,9.4808e-05,64,89.6,0
2015-06-30 11:48Z,1.6,9.91004e-05,65,89.6,0
2015-06-30 11:49Z,1.8,8.9703e-05,66,89.6,0
2015-06-30 11:50Z,1.3,9.85534e-05,68,90.5,0
2015-06-30 11:51Z,1.8,0.000107085,75,90.5,0
2015-06-30 11:52Z,1.2,0.000105322,65,90.5,0
2015-06-30 11:53Z,1.6,0.000108277,72,90.5,0
2015-06-30 11:54Z,1.3,,66,,0
2015-06-30 11:55Z,1.8,0.00010474,72,90.5,0
2015-06-30 11:56Z,1.9,0.000114439,73,90.5,0
2015-06-30 11:57Z,2.5,9.85534e-05,92,90.5,0
2015-06-30 11:58Z,2.2,0.00011009,92,90.5,0
2015-06-30 11:59Z,1.8,0.00012713,78,90.5,0
2015-06-30 12:00Z,2.1,9.12049e-05,90,90.5,0
2015-06-30 12:01Z,2.4,0.000129976,86,90.5,0
2015-06-30 12:02Z,2.3,0.000127835,96,90.5,0
2015-06-30 12:03Z,2.3,0.000128545,85,90.5,0
2015-06-30 12:04Z,2.4,0.000121623,86,91.4,0
2015-06-30 12:05Z,2.4,0.000133623,94,91.4,0
2015-06-30 12:06Z,2.3,0.000129976,86,91.4,0
2015-06-30 12:07Z,2.3,0.000129976,81,91.4,0
2015-06-30 12:08Z,2.3,0.000137373,86,91.4,0
2015-06-30 12:09Z,2.1,0.000131423,89,90.5,0
2015-06-30 12:10Z,2.5,0.000127835,81,91.4,0
2015-06-30 12:11Z,2.4,0.000132152,73,91.4,0
2015-06-30 12:12Z,2.4,0.000134365,86,91.4,0
2015-06-30 12:13Z,2.2,0.000137373,78,91.4,0
2015-06-30 12:14Z,2.2,0.0001428,80,91.4,0
2015-06-30 12:15Z,2.2,0.000151764,86,91.4,0
2015-06-30 12:16Z,2.3,0.000156889,85,91.4,0
2015-06-30 12:17Z,2.3,0.000156023,79,91.4,0
2015-06-30 12:18Z,2.6,0.00015776,90,92.3,13
2015-06-30 12:19Z,2.5,0.000148441,82,92.3,7
2015-06-30 12:20Z,2.3,0.000136615,95,91.4,0
2015-06-30 12:21Z,3.5,0.000115713,89,91.4,39
2015-06-30 12:22Z,2.5,0.000140448,92,91.4,0
2015-06-30 12:23Z,2.3,0.000138135,100,91.4,0
2015-06-30 12:24Z,2.4,0.000145997,88,91.4,0
2015-06-30 12:25Z,2.1,0.000152607,83,91.4,0
2015-06-30 12:26Z,2.4,0.000147622,90,91.4,0
2015-06-30 12:27Z,2.2,0.000150927,88,91.4,0
2015-06-30 12:28Z,2.2,0.000145191,88,91.4,0
2015-06-30 12:29Z,2.3,0.000163992,88,91.4,0
2015-06-30 12:30Z,2.3,0.000172368,87,91.4,0
2015-06-30 12:31Z,2.3,0.000182178,89,91.4,0
2015-06-30 12:32Z,2.3,0.000163087,91,92.3,0
2015-06-30 12:33Z,2.2,0.000170471,91,92.3,0
2015-06-30 12:34Z,2.3,0.000185228,90,92.3,0
2015-06-30 12:35Z,2.3,0.000184206,93,92.3,0
2015-06-30 12:36Z,2,0.000175254,90,92.3,0
2015-06-30 12:37Z,2.1,0.000185228,95,92.3,0
2015-06-30 12:38Z,2.4,0.00019577,95,92.3,0
2015-06-30 12:39Z,2.4,0.000179178,91,92.3,0
2015-06-30 12:40Z,2.4,0.000180172,98,92.3,0
2015-06-30 12:41Z,2.3,0.000189375,95,92.3,0
2015-06-30 12:42Z,2.4,0.000182178,85,92.3,8
2015-06-30 12:43Z,2.3,0.000177205,93,92.3,0
2015-06-30 12:44Z,2.4,0.000179178,83,92.3,0
2015-06-30 12:45Z,2.3,0.000204633,85,92.3,9
2015-06-30 12:46Z,2.2,0.000222348,94,92.3,0
2015-06-30 12:47Z,1.8,0.000180172,83,91.4,0
2015-06-30 12:48Z,1.8,0.000208059,83,91.4,0
2015-06-30 12:49Z,1.9,0.000235002,83,91.4,0
2015-06-30 12:50Z,1.6,0.000211543,80,91.4,0
2015-06-30 12:51Z,1.6,0.000132152,78,92.3,0
2015-06-30 12:52Z,2.2,0.000211543,82,92.3,0
2015-06-30 12:53Z,1.8,0.000196856,72,92.3,0
2015-06-30 12:54Z,1.8,0.000232415,71,92.3,0
2015-06-30 12:55Z,1.6,0.000206911,74,92.3,0
2015-06-30 12:56Z,1.3,0.000130697,72,92.3,0
2015-06-30 12:57Z,1.2,0.000159516,67,92.3,0
2015-06-30 12:58Z,1.3,0.000162187,67,92.3,0
2015-06-30 12:59Z,1.9,0.000218686,75,92.3,0
2015-06-30 13:00Z,1.5,0.000205769,73,92.3,0
2015-06-30 13:01Z,1.4,0.000162187,68,92.3,0
2015-06-30 13:02Z,1.4,0.00018729,68,92.3,0
2015-06-30 13:03Z,1.5,0.000212717,71,92.3,0
2015-06-30 13:04Z,1.5,0.000102447,67,92.3,0
2015-06-30 13:05Z,1.3,0.000167663,68,92.3,0
2015-06-30 13:06Z,1.6,0.000156023,65,92.3,0
2015-06-30 13:07Z,1.7,0.000156023,74,92.3,0
2015-06-30 13:08Z,1.3,0.00019577,71,92.3,0
2015-06-30 13:09Z,1.9,0.000210375,73,92.3,0
2015-06-30 13:10Z,1.4,0.000221121,70,92.3,0
2015-06-30 13:11Z,1.6,0.000208059,72,92.3,0
2015-06-30 13:12Z,1.6,0.00011962,70,92.3,0
2015-06-30 13:13Z,1.3,0.000144389,66,92.3,0
2015-06-30 13:14Z,1.3,0.000156889,69,92.3,0
2015-06-30 13:15Z,1.7,0.000108277,67,92.3,0
2015-06-30 13:16Z,1.7,0.000172368,74,92.3,0
2015-06-30 13:17Z,2.1,0.000159516,74,92.3,0
2015-06-30 13:18Z,2.5,0.00020238,106,92.3,7
2015-06-30 13:19Z,2.1,0.00019577,95,92.3,9
2015-06-30 13:20Z,2.8,0.000150094,84,92.3,10
2015-06-30 13:21Z,1.9,0.000147622,66,92.3,0
2015-06-30 13:22Z,2.2,0.000205769,77,91.4,0
2015-06-30 13:23Z,1.8,0.000204633,73,91.4,0
2015-06-30 13:24Z,1.6,0.000150927,60,90.5,0
2015-06-30 13:25Z,1.2,0.000121623,62,90.5,0
2015-06-30 13:26Z,1.3,0.000146807,62,90.5,0
2015-06-30 13:27Z,1.3,0.0001428,61,89.6,0
2015-06-30 13:28Z,1.2,0.000146807,66,89.6,0
